Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","404","Kenya","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","76.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","404","Kenya","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","75.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","404","Kenya","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","74.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","404","Kenya","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","77.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","39.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","39.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","450","Madagascar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20212023","2021-2023","million No","12.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","450","Madagascar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","12.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","14.9","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","13.5","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","16.3","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","17.8","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","16.4","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","19.2","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","14.1","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","12.5","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","15.6","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","17.5","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","16","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","19","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","15.8","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","14.5","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","17","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","18.1","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","16.9","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","19.4","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","68.6","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","66.1","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","71","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","72.6","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","70.1","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","75","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","66.6","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","63.9","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","69.3","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","72.3","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","69.7","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","74.9","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","70.5","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","68.4","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","72.7","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","72.9","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","70.6","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","450","Madagascar","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","75.2","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","20.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","21.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","454","Malawi","6132","Value","210011","Number of people undernourished (million) (3-year average)","20212023","2021-2023","million No","4.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","454","Malawi","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","4.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","53.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","52","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","55","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","55.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","54.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","57.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","52","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","50.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","53.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","54.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","53","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","56","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","55","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","53.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","56.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","56.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","55.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","58.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","81.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","80.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","83.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","81.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","80.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","83","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","81","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","79.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","82.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","80.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","79.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","82.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","82.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","81.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","83.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","82.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","81.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","454","Malawi","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","83.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","7.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","8.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6132","Value","210011","Number of people undernourished (million) (3-year average)","20212023","2021-2023","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","10.2","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","8.1","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","12.4","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","12.2","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","9.9","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","14.6","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","10.6","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","8.5","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","12.8","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","12.4","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","10.2","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","14.7","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","9.9","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","7.8","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","12","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","12.1","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","9.6","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","14.5","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","31.2","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","28","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","34.3","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","31.1","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","28","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","34.2","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","31.4","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","27.9","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","34.9","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","30","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","26.9","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","33.1","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","30.9","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","28.1","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","33.8","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","32.2","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","29","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","480","Mauritius","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","35.3","E","Estimated value","FAO data"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","21.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","21.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210011","Number of people undernourished (million) (3-year average)","20212023","2021-2023","million No","7.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","7.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","","Q","Missing value; suppressed",""
